0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,62,1,1,1,1,1,1,1,1,1,0
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,1,1,40,1,1,1,1,1,1,1,0
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
1,1,1,1,1,1,1,1,1,40,1,1,1,1,1
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,1,1,1,1,1,1,1,1,83,1,0
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,1,1,7,1,1,53,1,1,1,1,0
0,1,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,2,1,1,2,2,2,2,2,1,1,2,1,0
0,1,1,2,1,1,1,80,1,1,1,2,1,1,0
0,1,1,1,2,2,1,1,1,2,2,1,1,1,0
0,1,2,40,2,1,1,1,1,1,2,40,2,1,0
0,1,2,1,1,1,2,1,2,1,1,1,2,1,0
1,1,2,1,1,1,1,1,1,1,53,1,2,1,1
0,1,2,1,1,1,2,1,2,1,1,1,2,1,0
0,1,2,1,2,63,1,1,1,1,2,1,2,1,0
0,1,1,1,2,2,1,1,1,2,2,1,1,1,0
0,1,1,2,1,1,51,1,1,1,1,2,1,1,0
0,1,2,1,1,2,2,2,2,2,1,1,2,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,2,1,1,1,2,1,1,1,1,1,0
0,1,2,1,2,1,2,2,2,1,2,2,2,1,0
0,1,2,50,2,1,1,1,1,1,1,7,2,1,0
0,1,1,1,1,1,2,2,2,2,7,7,2,1,0
0,1,1,1,1,1,1,1,62,1,7,7,2,1,0
0,1,2,1,2,1,1,1,1,1,1,7,2,1,0
1,1,2,1,2,1,2,2,2,2,1,7,2,1,1
0,1,2,61,2,1,1,1,53,1,1,1,2,1,0
0,1,2,1,2,1,1,51,1,1,1,1,40,1,0
0,1,2,63,2,1,2,2,2,2,1,1,2,2,0
0,1,2,1,1,1,1,1,1,1,1,1,1,1,0
0,2,2,2,2,2,2,2,2,2,2,2,2,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40,1,1,1,2,1,2,7,7,7,1,1,0
0,1,2,1,2,1,2,1,2,1,2,7,2,1,0
0,1,2,1,2,1,2,1,2,1,2,7,2,1,0
0,1,2,1,2,1,2,1,2,1,2,1,2,1,0
0,1,2,1,1,1,2,1,2,1,60,1,2,1,0
0,1,2,2,2,2,2,1,2,2,2,2,2,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,2,2,2,2,2,1,2,2,2,2,2,1,0
0,1,2,1,1,1,2,1,2,1,1,1,2,1,0
